0.868564,0.233484,0.300765,0.056810,1.559021,500000,0.099393,1,10000000,1
0.462395,0.127467,0.151503,0.030425,0.820539,500000,0.048745,2,10000000,1
0.385419,0.098874,0.107242,0.021449,0.647346,500000,0.034358,3,10000000,1
0.295365,0.089255,0.083457,0.016965,0.512101,500000,0.027054,4,10000000,1
0.274610,0.080628,0.068673,0.018345,0.464163,500000,0.021903,5,10000000,1
0.232183,0.073172,0.057222,0.014943,0.396072,500000,0.018549,6,10000000,1
0.229564,0.071993,0.049083,0.016882,0.383947,500000,0.016421,7,10000000,1
0.207149,0.072645,0.042905,0.013426,0.350400,500000,0.014270,8,10000000,1
0.212369,0.074960,0.038405,0.013475,0.352191,500000,0.012978,9,10000000,1
0.201251,0.077808,0.034638,0.012107,0.337647,500000,0.011839,10,10000000,1
0.201160,0.080377,0.031669,0.011498,0.335722,500000,0.011013,11,10000000,1
0.201491,0.082004,0.029067,0.012562,0.336014,500000,0.010885,12,10000000,1
0.876363,0.234302,0.300630,0.057176,1.565987,500000,0.097511,1,10000000,1
0.456793,0.125231,0.150663,0.029062,0.810527,500000,0.048773,2,10000000,1
0.357271,0.098908,0.107886,0.022222,0.621227,500000,0.034935,3,10000000,1
0.293040,0.087157,0.083610,0.018056,0.509069,500000,0.027201,4,10000000,1
0.263971,0.079513,0.068679,0.016739,0.451251,500000,0.022344,5,10000000,1
0.233526,0.072726,0.057194,0.014575,0.396593,500000,0.018567,6,10000000,1
0.220735,0.073253,0.049135,0.016791,0.376460,500000,0.016541,7,10000000,1
0.208427,0.072571,0.042865,0.013873,0.351844,500000,0.014103,8,10000000,1
0.212326,0.075643,0.038436,0.013663,0.353123,500000,0.013050,9,10000000,1
0.202471,0.077666,0.034630,0.011582,0.338269,500000,0.011915,10,10000000,1
0.201504,0.080350,0.031652,0.012396,0.337112,500000,0.011205,11,10000000,1
0.200696,0.082429,0.029113,0.012296,0.335293,500000,0.010754,12,10000000,1
0.876528,0.234086,0.300561,0.057092,1.565697,500000,0.097425,1,10000000,1
0.457384,0.124762,0.150581,0.029245,0.810725,500000,0.048750,2,10000000,1
0.350398,0.098256,0.107293,0.022571,0.614716,500000,0.036193,3,10000000,1
0.292265,0.086367,0.083681,0.016898,0.506207,500000,0.026991,4,10000000,1
0.273369,0.079512,0.068673,0.016655,0.460288,500000,0.022075,5,10000000,1
0.231108,0.071737,0.057444,0.013460,0.392336,500000,0.018582,6,10000000,1
0.228288,0.072454,0.049092,0.013353,0.379308,500000,0.016118,7,10000000,1
0.209679,0.072728,0.042881,0.012662,0.352222,500000,0.014255,8,10000000,1
0.212431,0.074953,0.038166,0.014360,0.352999,500000,0.013085,9,10000000,1
0.200096,0.077916,0.034407,0.014387,0.338699,500000,0.011889,10,10000000,1
0.200222,0.081236,0.031425,0.013502,0.337609,500000,0.011220,11,10000000,1
0.199758,0.081779,0.028889,0.012773,0.333600,500000,0.010397,12,10000000,1
0.863275,0.229468,0.300548,0.056774,1.545993,500000,0.095923,1,10000000,1
0.462289,0.127464,0.150922,0.030425,0.820020,500000,0.048916,2,10000000,1
0.361566,0.102182,0.108792,0.022286,0.629313,500000,0.034483,3,10000000,1
0.295345,0.088411,0.083788,0.018214,0.512704,500000,0.026941,4,10000000,1
0.272994,0.079311,0.068701,0.016653,0.459633,500000,0.021970,5,10000000,1
0.233115,0.072979,0.057104,0.014182,0.395896,500000,0.018512,6,10000000,1
0.229343,0.073667,0.049046,0.014612,0.382983,500000,0.016311,7,10000000,1
0.209188,0.072223,0.042861,0.013202,0.351759,500000,0.014281,8,10000000,1
0.211614,0.075192,0.038442,0.014212,0.352610,500000,0.013144,9,10000000,1
0.200287,0.077908,0.034633,0.013265,0.338173,500000,0.012076,10,10000000,1
0.200289,0.080474,0.031684,0.012201,0.335978,500000,0.011325,11,10000000,1
0.199368,0.082178,0.029139,0.012067,0.333500,500000,0.010744,12,10000000,1
0.862157,0.230011,0.300847,0.056711,1.545702,500000,0.095973,1,10000000,1
0.463551,0.127032,0.151059,0.029150,0.819728,500000,0.048932,2,10000000,1
0.388702,0.099919,0.106978,0.022968,0.653468,500000,0.034896,3,10000000,1
0.292300,0.087609,0.083195,0.017879,0.507987,500000,0.027000,4,10000000,1
0.273390,0.079263,0.068630,0.018063,0.461341,500000,0.021992,5,10000000,1
0.231344,0.072258,0.057232,0.013524,0.393050,500000,0.018688,6,10000000,1
0.225454,0.071060,0.049081,0.014858,0.376375,500000,0.015918,7,10000000,1
0.208453,0.073041,0.043110,0.013241,0.352530,500000,0.014679,8,10000000,1
0.213070,0.075368,0.038510,0.014451,0.354507,500000,0.013103,9,10000000,1
0.201275,0.077658,0.034620,0.012258,0.337756,500000,0.011941,10,10000000,1
0.202100,0.080846,0.031646,0.012781,0.338479,500000,0.011102,11,10000000,1
0.200697,0.081322,0.029087,0.012552,0.334606,500000,0.010943,12,10000000,1
0.877982,0.235092,0.300675,0.057271,1.568002,500000,0.096978,1,10000000,1
0.458168,0.125674,0.150555,0.030395,0.813434,500000,0.048638,2,10000000,1
0.357671,0.101876,0.107395,0.024489,0.626033,500000,0.034597,3,10000000,1
0.293199,0.088449,0.084048,0.017230,0.509951,500000,0.027021,4,10000000,1
0.273764,0.078696,0.068600,0.017065,0.463176,500000,0.025046,5,10000000,1
0.231883,0.071869,0.057223,0.014091,0.393501,500000,0.018431,6,10000000,1
0.230740,0.071785,0.049303,0.013693,0.381773,500000,0.016248,7,10000000,1
Max bucket size reached on idx: 251328
0.210408,0.075656,0.038461,0.014060,0.351938,500000,0.013349,9,10000000,1
0.199387,0.078262,0.034664,0.013028,0.337480,500000,0.012135,10,10000000,1
0.199387,0.080247,0.031691,0.013441,0.336266,500000,0.011495,11,10000000,1
0.199394,0.081849,0.029079,0.012279,0.333372,500000,0.010767,12,10000000,1
0.865027,0.230491,0.300546,0.056801,1.549158,500000,0.096289,1,10000000,1
0.463833,0.126989,0.150934,0.030434,0.820825,500000,0.048631,2,10000000,1
0.385892,0.098238,0.107366,0.023029,0.648888,500000,0.034358,3,10000000,1
